"Id Empenho";"CÛdigo Empenho";"CÛdigo Categoria de Despesa";"Categoria de Despesa";"CÛdigo Grupo de Despesa";"Grupo de Despesa";"CÛdigo Modalidade de AplicaÁ„o";"Modalidade de AplicaÁ„o";"CÛdigo Elemento de Despesa";"Elemento de Despesa";"CÛdigo SubElemento de Despesa";"SubElemento de Despesa";"DescriÁ„o";"Quantidade";"Valor Unit·rio";"Valor Total"
"46072895";"170186000012018NE800030";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o da empresa AES Sul   Distribuidora Ga˙cha de Energia S.A., CNPJ n∫ 02.016.440/0001-62,  para a prestaÁ„o de serviÁos de distribuiÁ„o de energia elÈtrica na classe de consumo baixa tens„o para o prÈdio da Inspetoria da Receita Federal do Brasil em Barra do QuaraÌ, no ‚mbito da DRF/URA, por prazo indeterminado.";"1,00000";"7000,00000";"7000,00000"
"46171476";"253033362132018NE800006";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o de empresa para fornecimento de energia elÈtrica necess·ria para atender a demanda na Sede da AgÍncia Nacional de Sa˙de Suplementar   ANS, na cidade do BelÈm - PA, por prazo indeterminado, com vigÍncia a partir de 01∫ de janeiro de 2018.";"1,00000";"3000,00000";"3000,00000"
"46171503";"253033362132018NE800004";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o do serviÁo de fornecimento de energia elÈtrica para atender a demanda do N˙cleo Mato Grosso (N˙cleo-MT) da AgÍncia Nacional de Sa˙de Suplementar (ANS), conforme as especificaÁıes constantes no Termo de ReferÍncia, anexo ao processo.";",01667";"104716,85000";"1745,62989"
"46171675";"170185000012018NE800006";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"15";"LOCACAO DE IMOVEIS";"LOCACAO DE IMOVEL                                                             000004316                                                                     ContrataÁ„o de serviÁo de locaÁ„o de imÛvel para a ARF/S„o Luiz Gonzaga/RS";"1,00000";"3179,06000";"3179,06000"
"46175634";"170187000012018NE800069";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"19";"MANUTENCAO E CONSERV. DE VEICULOS";"MANUTENCAO DE VEICULOS LEVES / PESADOS                                        000003565                                                                     PrestaÁ„o de serviÁos de manutenÁ„o preventiva e corretiva para veÌculos pesados.";"1,00000";"1,00000";"1,00000"
"46271996";"152005000012018NE800007";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"17";"MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS";"MANUTENCAO DE EQUIPAMENTOS DE COMUTACAO TELEFONICA                            000002666                                                                     ContrataÁ„o de empresa especializada para prestaÁ„o de serviÁos de manutenÁ„o preventiva e corretiva da central telefÙnica do INES.";"1,00000";"7650,00000";"7650,00000"
"46272031";"170184000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     Fornecimento de energia elÈtrica para ARF/TAQUARA PARA UM PERIODO DE 60 MESES.";"60,00000";"105,00000";"6300,00000"
"46272649";"170180000012018NE800005";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"47";"SERVICOS DE COMUNICACAO EM GERAL";"COMUNICACAO POR CORREIO                                                       000004286                                                                     PrestaÁ„o de serviÁos de entrega de correspondÍncias ‡ Delegacia da Receita Federal do Brasil em Pelotas, ‡s Inspetorias da RFB em Jaguar„o e BagÈ e ‡s AgÍncias da RFB em Camaqu„ e S„o LourenÁo do Sul.";"1,00000";"12700,00000";"12700,00000"
"46272866";"770200000012018NE000003";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"01";"COMBUSTIVEIS E LUBRIFICANTES AUTOMOTIVOS";"AQUISICAO DE COMBUSTIVEL";"1,00000";"273,26000";"273,26000"
"46272912";"250030000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"47";"SERVICOS DE COMUNICACAO EM GERAL";"COLETA E TRANSPORTE DE DOCUMENTO COMERCIAL / SIGILOSO                         000013919                                                                     ContrataÁ„o da Empresa Brasileira de Correios e TelÈgrafos para a prestaÁ„o de serviÁos de m˙ltiplos serviÁos postais, telem·ticos,convencionais,adicionais,nas modalidades nacional e internacional, incluindo cartas simples,registradas,correio internacional,PAC,Sedex,carta comercial, serviÁos telem·ticos, caixa postal, serviÁos de resposta, mala direta e produtos disponibilizados nas unidades da ECT em territÛrio nacional,  mediante monopÛlio";",11002";"36357,02000";"3999,99934"
"46371841";"170185000012018NE800004";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"15";"LOCACAO DE IMOVEIS";"LOCACAO DE IMOVEL                                                             000004316                                                                     LocaÁ„o de imÛvel para uso da ARF Palmeira das Missıes/RS pelo prazo de 60 meses";"60,00000";"195,83000";"11749,80000"
"46371843";"152005000012018NE800012";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"47";"SERVICOS DE COMUNICACAO EM GERAL";"EMBALAGEM / ETIQUETAGEM / POSTAGEM - ENCOMENDA                                000014982                                                                     ContrataÁ„o da Empresa Brasileira de Correios e TelÈgrafos - ECT objetivando a prestaÁ„o de serviÁos e compra de produtos postais.";"1,00000";"30000,00000";"30000,00000"
"46371881";"170177000012018NE800045";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO                             000022845                                                                     ContrataÁ„o da Companhia Riograndense de Saneamento   CORSAN para a prestaÁ„o de serviÁo de abastecimento de ·gua e coleta, afastamento e tratamento de esgotamento sanit·rio para as AgÍncias da Receita Federal do Brasil em GuaÌba, Torres e TramandaÌ, com vigÍncia por prazo indeterminado. Valor total da compra informado corresponde ao perÌodo de 60 (sessenta) meses.";"1,00000";"1,00000";"1,00000"
"46372359";"170178000012018NE800007";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"01";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO                                 000005380                                                                     PrestaÁ„o de ServiÁos de Auxiliar de EscritÛrio em Geral, na ·rea de Apoio Administrativo, CBO 4110, para a ARF/BGS/RS, jornada de trabalho de 40 horas semanais.";"4,00274";"2109,90000";"8445,38113"
"46372359";"170178000012018NE800007";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"01";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO                                 000005380                                                                     PrestaÁ„o de ServiÁos de Auxiliar de EscritÛrio em Geral, na ·rea de Apoio Administrativo, CBO 4110, para a DRF/CXL/RS, jornada de trabalho de 30 horas semanais.";"1,99946";"6422,30000";"12841,13196"
"46372359";"170178000012018NE800007";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"01";"APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE TELEFONISTA                                          000013447                                                                     PrestaÁ„o de ServiÁos de Telefonista, na ·rea de Apoio Administrativo, CBO 4222, para a DRF/CXL/RS, jornada de trabalho de 30 horas semanais.";"1,78175";"3744,16000";"6671,15708"
"46372505";"170183000012018NE800014";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"15";"LOCACAO DE IMOVEIS";"LOCACAO DE IMOVEL                                                             000004316                                                                     LocaÁ„o de imÛvel destinado ‡s instalaÁıes da AgÍncia da Receita Federal do Brasil em S„o Gabriel/RS - ARF/SGL.";"1,00000";"2396,15000";"2396,15000"
"46372562";"170180000012018NE800014";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     Fornecimento de energia elÈtrica para o prÈdio da DRF/Pelotas com vigÍncia prorrog·vel por 5 anos.";"1,00000";"45000,00000";"45000,00000"
"46372640";"170180000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"74";"FRETES E TRANSPORTES DE ENCOMENDAS";"GUINCHO / REBOQUE                                                             000016160                                                                     Adicional por km rodado fora do perÌmetro urbano do municÌpio sede, que ser· pago a cada evento de reboque para veÌculo leve/mÈdio a que se refere o item 5. Estima-se 30kms adicionais no perÌodo de 12 meses.";"1,00000";"1,00000";"1,00000"
"46372640";"170180000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"74";"FRETES E TRANSPORTES DE ENCOMENDAS";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de reboque para veÌculo pesado fora do perÌmetro urbano, relativo a 1 evento no perÌodo de 12 meses.";"1,00000";"1,00000";"1,00000"
"46372640";"170180000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"74";"FRETES E TRANSPORTES DE ENCOMENDAS";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de reboque para veÌculo pesado no perÌmetro urbano, relativo a 2 eventos no perÌodo de 12 meses.";"1,00000";"1,00000";"1,00000"
"46372640";"170180000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"74";"FRETES E TRANSPORTES DE ENCOMENDAS";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de reboque para veÌculo leve/mÈdio no perÌmetro urbano, relativo a 2 eventos no perÌodo de 12 meses.";"1,00000";"1,00000";"1,00000"
"46372640";"170180000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"74";"FRETES E TRANSPORTES DE ENCOMENDAS";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de reboque para veÌculo leve/mÈdio fora do perÌmetro urbano, relativo a 1 evento no perÌodo de 12 meses.";"1,00000";"1,00000";"1,00000"
"46372640";"170180000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"74";"FRETES E TRANSPORTES DE ENCOMENDAS";"GUINCHO / REBOQUE                                                             000016160                                                                     Adicional por km rodado fora do perÌmetro urbano do municÌpio sede, que ser· pago a cada evento de reboque para veÌculo pesado a que se refere o item 7. Estima-se 30kms adicionais no perÌodo de 12 meses.";"1,00000";"1,00000";"1,00000"
"46372667";"170186000012018NE800011";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA - CONVENCIONAL / CELULAR                                            000018139                                                                     ServiÁo telefÙnico na modalidade longa dist‚ncia nacional e longa dist‚ncia internacional para chamadas originadas do serviÁo telefÙnico fixo e do serviÁo mÛvel (pÛs pago), com origem em Uruguaiana/RS, Barra do QuaraÌ/RS, Itaqui/RS, QuaraÌ/RS e S„o Borja/RS com destino dentro da ·rea geogr·fica do territÛrio brasileiro (regiıes 1,2 e 3) e ligaÁıes internacionais para os paÌses Argentina, Chile, Paraguai e Uruguai.";"1,28776";"3727,40000";"4799,99662"
"46372782";"170186000012018NE800029";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"47";"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS";"22";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o direta da empresa RGE Sul Distribuidora de energia S/A, CNPJ n.∫ 02.016.440/0001-62, para prestaÁ„o do serviÁo de distribuiÁ„o de energia elÈtrica, na clase de consumo baixa tens„o para o prÈdio da Inspetoria da Receita Federal do Brasil em S„o Borja, no ‚mbito da DRF/URA, por prazo indeterminado.";"1,00000";"90,00000";"90,00000"
"46372933";"170185000012018NE800041";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"16";"MANUTENCAO E CONSERV. DE BENS IMOVEIS";"INSTALACAO / MANUTENCAO - ELEVADORES, ESCADAS ROLANTES,  MON                  TA - CARGAS / PLATAFORMA / ESCADAS 000003557                                  PrestaÁ„o de serviÁos de manutenÁ„o preventiva e corretiva de dois elevadores marca Thyssenkrupp, linha frequence/skylux n∫ 62508 e n∫ 62509, ano 2005, com capacidade de 450 Kg (atÈ seis pessoas) instalados no prÈdio da Delegacia da Receita Federal do Brasil em Santo ¬ngelo";"1,00000";"10,00000";"10,00000"
"46472090";"170183000012018NE800021";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"79";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"INSTALACAO / MONTAGEM / MANUTENCAO - ESTANTE VENTILADA / ISO                  LADOR ANIMAL / CANIL 000020141                                                M„o de obra para limpeza e higienizaÁ„o geral do canil e alimentaÁ„o dos c„es, incluindo somente fornecimento de material de limpeza e higienizaÁ„o (n„o inclui raÁ„o) e banho dos c„es, incluindo fornecimento de shampoo veterin·rio   estimativa de 12 (doze) banhos mensais cujo pagamento ocorrer· pelo n˙mero de banhos efetivamente prestados.";"3,00000";"5781,73000";"17345,19000"
"46572101";"152005000012018NE800006";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"DESINSETIZACAO / DESRATIZACAO / DEDETIZACAO                                   000003417                                                                     ContrataÁ„o de empresa especializada para prestaÁ„o de serviÁos de combate,controle, e monitoramento de pragas urbanas englobando: dedetizaÁ„o, desratizaÁ„o, descupinizaÁ„o, em todas as ·reas internas e externas, bem como combate ‡s larvas de mosquito nas dependÍncias do Instituto Nacional de EducaÁ„o de surdos - INES.";"1,00000";"9625,00000";"9625,00000"
"46572135";"200346000012018NE800038";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";"333,33000";"3999,96000"
"46572144";"170182000012018NE800016";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"79";"SERV. DE APOIO ADMIN., TECNICO E OPERACIONAL";"PRESTACAO DE SERVICOS DE OPERADOR DE CARGA E DESCARGA                         000014389                                                                     PrestaÁ„o de serviÁos continuados de Operador de BalanÁa Rodovi·ria para a Inspetoria da Receita Federal do Brasil em Chui/RS.";"3,00000";"5097,40000";"15292,20000"
"46572328";"170185000012018NE800027";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem completa/geral de caminhıes furg„o incluindo a sua limpeza inferior, externa, interna, secagem e acabamento, sopragem, aspiraÁ„o geral. Inclui-se nesse processo a lavagem do motor, chassi, para-lama, entre portas, para-choque, pneus, aros, telas, farÛis e bancos onde for possÌvel o alcance dos pontos desejados.";"9,00000";"1,11000";"9,99000"
"46572328";"170185000012018NE800027";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem simples/r·pida de camionetas, feita na parte interna e externa do veÌculo, retirando toda a sujeira, utilizando shampoo neutro e biodegrad·vel, incluindo a lavagem das entre-portas, para-choque, pneus, aros, telas, farÛis, atingindo todos os pontos desejados. Secagem com flanela limpa e conservada.";"54,00000";",18000";"9,72000"
"46572328";"170185000012018NE800027";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem completa/geral de automÛveis incluindo a sua limpeza inferior, externa, interna, secagem e acabamento, sopragem, aspiraÁ„o geral. Inclui-se nesse processo a lavagem do motor, chassi, para-lama, entre portas, para-choque, pneus, aros, telas, farÛis e bancos onde for possÌvel o alcance dos pontos desejados.";"12,00000";",83000";"9,96000"
"46572328";"170185000012018NE800027";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem simples/r·pida de automÛveis, feita na parte interna e externa do veÌculo, retirando toda a sujeira, utilizando shampoo neutro e biodegrad·vel, incluindo a lavagem das entre-portas, para-choque, pneus, aros, telas, farÛis, atingindo todos os pontos desejados. Secagem com flanela limpa e conservada.";"24,00000";",41000";"9,84000"
"46572328";"170185000012018NE800027";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem simples/r·pida de caminhıes furg„o, feita na parte interna e externa do veÌculo, retirando toda a sujeira, observada na pintura,utilizando shampoo neutro e biodegrad·vel, incluindo a lavagem das entre-portas, para-choque, pneus, aros, telas, farÛis, atingindo todos os pontos desejados. Secagem com flanela limpa e conservada.";"18,00000";",55000";"9,90000"
"46572328";"170185000012018NE800027";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem completa/geral de camionetas incluindo a sua limpeza inferior, externa, interna, secagem e acabamento, sopragem, aspiraÁ„o geral. Inclui-se nesse processo a lavagem do motor, chassi, para-lama, entre portas, para-choque, pneus, aros, telas, farÛis e bancos onde for possÌvel o alcance dos pontos desejados.";"27,00000";",37000";"9,99000"
"46573091";"170186000012018NE800034";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o do serviÁo de fornecimento de energia elÈtrica, com estrutura tarif·ria convencional, baixa tens„o, para o prÈdio do depÛsito de mercadorias apreendidas, DMA, situado na Rua Marcos Azambuja, 996, Cidade Nova - Uruguaiana/RS, no ‚mbito da Delegacia da Receita Federal do Brasil em Uruguiana/RS, pelo perÌodo de 24 meses, a partir de agosto de 2016.";"1,00000";"3000,00000";"3000,00000"
"46671702";"200346000012018NE800014";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";"1267,60000";"15211,20000"
"46671702";"200346000012018NE800014";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";"500,33000";"6003,96000"
"46671702";"200346000012018NE800014";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";",26000";"3,12000"
"46671702";"200346000012018NE800014";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";"1,25000";"15,00000"
"46671702";"200346000012018NE800014";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";"1,50000";"18,00000"
"46671972";"200346000012018NE000007";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"1,00000";"18408,00000";"18408,00000"
"46672106";"170263000012018NE800022";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"15";"LOCACAO DE IMOVEIS";"LOCACAO DE IMOVEL                                                             000004316";"1,00000";"1,00000";"1,00000"
"46771739";"152005000012018NE000022";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"14";"DIARIAS - PESSOAL CIVIL";"14";"DIARIAS NO PAIS";"ATENDER DESPESAS COM DIARIAS DE  PESSOAL CIVIL NO PAIS, COBRINDO ALIMENTAÁ„O, POUSADA E LOCOMO«√O URBANA DO SERVIDOR PUBLICO ESTATUTARIO OU CELETISTA QUE SEDESLOCAR DE SUA SEDE EM OBJETO DE SERVI«O, EM CARATER EVENTUAL OU TRANSITORIO.";"1,00000";"10000,00000";"10000,00000"
"46771812";"170177000012018NE800021";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"12";"LOCACAO DE MAQUINAS E EQUIPAMENTOS";"PRESTACAO DE SERVICO DE REPROGRAFIA - LOCACAO DE EQUIPAMENTO                  REPRODUCAO COR PRETA 000023167                                                ContrataÁ„o de prestaÁ„o de serviÁos de locaÁ„o de m·quinas copiadoras multifuncionais para a IRF/POA/RS";"1,00000";"1,00000";"1,00000"
"46771917";"511674572022018NE800002";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA CANALIZADA                                               000004146                                                                     ¡gua tratada para a APS Itabuna/BA";"1,00000";"4696,25000";"4696,25000"
"46871899";"200346000012018NE800010";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO                             000022845";"12,00000";"1666,66000";"19999,92000"
"46871935";"200346000012018NE800039";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"47";"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS";"22";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120";"12,00000";"1666,66000";"19999,92000"
